Id,Text,Label,,,,,,,
408,"on arrival at 10k, started a descent to 5k. plane started to get slow, went to vs trp was in cr. throttle burst caused n1 exceedence on both engines. 104.5 for 2 sec on left. 102.5 for 1 sec on right. number 1 engine replaced. replaced nr 2 engine ine",Yes,,,,,,,
409,"flight crew reported the nr 1 engine cowl anti ice blue light stayed on after engine shutdown, with the switch turned off. aircraft grounded. ran the nr 1 engine at idle, light went out immediately, all other indications are normal. iaw fim30-21 task 801. nature of condition : false warning precautionary procedure : other part name : warning light part condition : false activation",Yes,,,,,,,
410,"on shutdown at gate #2 engine exhaust gas temperature showed "" engine fail "" momentarily. grounded - yes. precautionary removed and replaced engine start lever relay right 568, operation check good. nose gear pressure panel leak check good.",Yes,,,,,,,
411,"nr 2 engine did not start. no fuel flow when start lever raised to idle. spar valve closed blue light extinguished but the engine valve closed blue light did not extinguish, never cycled. 3 attempts, all failed to start. aircraft grounded. inspected electronic engine controllers, connectors on nr 2 hydro mechanical unit, no defects noted. started nr 2 engine 3 times, no defects found iaw amm 71-00-00.checked wiring with ohm meter between fuel control panel, engine and auxiliary power unit fire control module, & hydro mechanical unit including checking through nr 2 engine start lever switch module. all resistance checked good. due to history. right & right p5-2 fuel control panel iaw amm 28-22-43, operation check good. right & right engine and auxiliary power unit fire control module iaw amm 26-00-01, operation check good. right & right e nature of condition : other precautionary procedure : return to block part name : hydro mechanical unit part condition : failed",Yes,,,,,,,
412,"after start, the right engine fuel valve eicas message along with engine valve light appeared. flamed out. removed and replaced the relay k1251 iaw swpm 20-81-11, operation check ok. engine runs complete, no messages. ok for service. removed and replaced fuel shut-off solenoid valve iaw amm 73-21-20, operation check good after replacing relay. nature of condition : engine flame out, warning indication precautionary procedure : return to block part name : solenoid valve part condition : failed",Yes,,,,,,,
413,"on descent into destination station kcvg, lt engine stuck at idle and would not accelerate as commanded. emergency declared. in accordance with engine failure checklist, complied with in-flight shutdown with a restart. engine restarted normally, but still at idle. approach and landing into destination airport kcvg without incident. aircraft was grounded for unscheduled maintenance. inspection of lt engine mec revealed broken vsv cable bellcrank. removed and replaced vsv feedback bellcrank, cables and var stator actuator. operational engine runs satisfactory. leak check satisfactory. no further defects noted. aircraft released to service. nature of condition : other precautionary procedure : engine shutdown part name : bellcrank part condition : broken",Yes,,,,,,,
414,right engine starter failed on engine start. aircraft back to block and grounded by maintenance. starter was replaced iaw amm 80-11-01 and aircraft was released for flight.,Yes,,,,,,,
415,"during the nr 2 engine start, after the first officer brought up the fuel lever, the engine did not start. hung at about 31 - 35 percent n2, after about 6 - 8 seconds with no ignition. brought the fuel lever to cutoff. performed an ab orted engine start qrc, but there was a strong odor of fuel in the air after opening the window. ground crew reported a large cloud of smoke. aircraft grounded. removed and replaced the nr 2 engine right ignition lead iaw amm 74-21-01, and the nr 2 engine right exciter box assembly iaw amm 74-11-01. operation check good, no further defects noted.",Yes,,,,,,,
416,"on arrival into ksjc at approximately 1,000 msl we got a flashing box around our du engine indication displays, nr 1 engine vibration ration indicator went as high as 4.0 wa white highlight around the nr 1 engine vibration gauge, the flashing stopped mo mentarily & then resumed after about 10 seconds on short final. grounded - yes. cw tsr 701829 steps 1,2,3 and fim 71-05 task 808 paragraph e reported findings to tech services. examined & rang wires between airborne vibration monitor box connector to ffccv sensor ckt also to the nr 1 bearing sensor ckt, no defect noted for both ckt, inspected nr 1 engine fan blades & blades seal, accomplished borescope inspection of booster high pressure compressor 1, 3 and 8 low pressure turbine 1-3 ref amm 72-00-00-200 no damage noted, all plugs rem",Yes,,,,,,,
417,"aircraft not grounded : pilot reports right engine failed to shutdown normally. after selecting cutoff slow to stop runni ng 30 to 45 seconds. maintenance performed troubleshooting iaw fim 73-21-00-815-807-r00. checked 28v at d41050p pin 3, found good. cleaned and reinstalled connector. performed engine run iaw amm 71-00-00. engine shutdown immediately after fuel control switch moved to cutoff.",Yes,,,,,,,
418,"aborted takeoff, on throttle run up during takeoff at approximately 1.20-1.28 per, "" fire, right engine "" aural tone, red light right handle, and master center aution lights. red light stayed on persistently after running qrh. the crew blew the fire bottles and cfr was dispatched to the aircraft. replaced right engine fire bottle due to crew discharging bottle. performed fire indication test. engine fire left oop indication inop. ts per fim found right fire detection unit amplifier not testing. swapped fdcu. problem followed. right & right fdcu. tested ok. performed high power engine run.",Yes,,,,,,,
419,"captain reported the nr 2 engine fuel filter bypass light illuminated at engine start. aircraft grounded. performed fim 73-05, task 801. inspected and found the nr 2 engine fuel differential pressure switch connector loose. secured the connector. performed electronic engine controllers test, no faults found iaw amm 73-21-00. performed idle leak check, no leaks noted iaw amm 71-00-00. nature of condition : warning indication precautionary procedure : return to block part name : connector part condition : loose",Yes,,,,,,,
420,nr 1 engine will not start. no fuel flow. aircraft grounded. performed nr 1 engine spar valve shaft test iaw amm 28-22-00 step e. electronic engine controllers built in test equipment check iaw fim 73-00 task 801 and engine valve closed light fim 80-06 task 801 and 73-06 task 815. fuel flow checked ok. discrete checked ok. resistance valve and voltage all check normal. removed and replaced nr 1 engine hydro-mechanical unit iaw tc ' s n8473000 & n8473001. leak checked good. ops normal. nature of condition : warning indication precautionary procedure : return to block part name : hydro mechanical unit part condition : failed,Yes,,,,,,,
421,passing through 15000 feet we received reverse video low engine oil quantity at 4 quarts. we ran qrh and returned to pdx. oil quantity increased to 6 quarts on descent and approach. it then dropped to 3 quarts on final approach. oil temperature en tire time never got above approximately 125deg center we did not shut the engine down. grounded - yes. air turn back. diversion time 14 minutes - removed and replaced #1 engine. aircraft released from etops restriction.,Yes,,,,,,,
422,"on aircraft inbound, found left engine fuel valve message appeared on engine shutdown. light and message cleared. ops normal. found no faults. placed fuel ignition control relay on order with mcc.",Yes,,,,,,,
423,"after takeoff passing 1000 ', 5 in succession loud bangs with heavy shutters. engine indications appeared normal and the re was no yaw associated with the bang shuttering. during nr 2 engine inlet and exhaust inspection found left hand fan stator aft inner segment panel at 11 : 00 position blew off and departed aircraft, left thrust reverser half damaged as well. thrust reverser damage is a gouge on interior wall about 9 : 00 position. gouge is approximately 6 "" longitude by 5 "" wide and into the honeycomb structure. pictures of damage attached. reverser right & right on separate write-up. wri 78-300645. checked environmental control unit 2a and environmental control unit 2b, no current faults and no faults stored in fault review. installed missing nr 2 fan stator inner aft liner segment",Yes,,,,,,,
